WRKCOUNT,TRIPPURP,HHSIZE,NWALKTRP,HHFAMINC2,TIMETOWK,WHYFROM,WKFMHMXX,WEBUSE,WHYTRP1S,WRKTRANS,WHYTO,HOUSEID,URBRUR,DRIVER,NBIKETRP,HHFAMINC,R_AGE,PERSONID,CNTTDTR,GCDWORK
4,HBW,6,0,ExtremelyLow,30,GoToWork,Skip,Skip,ReturnHome,LocalBus,Home,12034222,Urban,No,0,5K-10K,23,2,2,7
4,HBO,6,0,ExtremelyLow,30,Home,Skip,Skip,School,LocalBus,GoSchoolAsStudent,12034222,Urban,No,0,5K-10K,25,4,2,4
4,HBO,6,0,ExtremelyLow,30,GoSchoolAsStudent,Skip,Skip,ReturnHome,LocalBus,Home,12034222,Urban,No,0,5K-10K,25,4,2,4
1,HBSHOP,3,0,ExtremelyLow,-1,Home,Skip,Skip,Shopping,Skip,BuyGoods,12038677,Rural,Yes,0,lessthan5K,35,1,2,-1
1,HBSHOP,3,0,ExtremelyLow,-1,BuyGoods,Skip,Skip,ReturnHome,Skip,Home,12038677,Rural,Yes,0,lessthan5K,35,1,2,-1
2,HBSOCREC,2,1,High,10,Home,OnceMonthMore,AlmostEveryday,SocialRecreation,SUV,VisitFriends,12040054,Urban,Yes,0,80K-100K,31,1,5,4
2,NHB,2,1,High,10,VisitFriends,OnceMonthMore,AlmostEveryday,Shopping,SUV,BuyGoods,12040054,Urban,Yes,0,80K-100K,31,1,5,4
2,HBSHOP,2,1,High,10,BuyGoods,OnceMonthMore,AlmostEveryday,ReturnHome,SUV,Home,12040054,Urban,Yes,0,80K-100K,31,1,5,4
2,HBSOCREC,2,1,High,10,Home,OnceMonthMore,AlmostEveryday,EatMeal,SUV,SocialEvent,12040054,Urban,Yes,0,80K-100K,31,1,5,4
2,HBSOCREC,2,1,High,10,SocialEvent,OnceMonthMore,AlmostEveryday,ReturnHome,SUV,Home,12040054,Urban,Yes,0,80K-100K,31,1,5,4
2,HBSOCREC,2,0,High,15,Home,Skip,AlmostEveryday,SocialRecreation,PickupTruck,VisitFriends,12040054,Urban,Yes,0,80K-100K,31,2,5,6
2,NHB,2,0,High,15,VisitFriends,Skip,AlmostEveryday,Shopping,PickupTruck,BuyGoods,12040054,Urban,Yes,0,80K-100K,31,2,5,6
2,HBSHOP,2,0,High,15,BuyGoods,Skip,AlmostEveryday,ReturnHome,PickupTruck,Home,12040054,Urban,Yes,0,80K-100K,31,2,5,6
2,HBSOCREC,2,0,High,15,Home,Skip,AlmostEveryday,EatMeal,PickupTruck,SocialEvent,12040054,Urban,Yes,0,80K-100K,31,2,5,6
2,HBSOCREC,2,0,High,15,SocialEvent,Skip,AlmostEveryday,ReturnHome,PickupTruck,Home,12040054,Urban,Yes,0,80K-100K,31,2,5,6
1,HBSHOP,3,5,Moderate,-5,Home,Skip,AlmostEveryday,Family,Skip,Shopping,12040492,Urban,Yes,0,40K-45K,42,1,2,1
1,HBSHOP,3,5,Moderate,-5,Shopping,Skip,AlmostEveryday,ReturnHome,Skip,Home,12040492,Urban,Yes,0,40K-45K,42,1,2,1
1,HBO,4,7,Low,-1,Home,Skip,Skip,ServePassenger,Skip,TakeAndWait,12042281,Rural,Yes,0,25K-30K,28,1,3,-1
1,NHB,4,7,Low,-1,TakeAndWait,Skip,Skip,Family,Skip,BuyService,12042281,Rural,Yes,0,25K-30K,28,1,3,-1
1,HBSHOP,4,7,Low,-1,BuyService,Skip,Skip,ReturnHome,Skip,Home,12042281,Rural,Yes,0,25K-30K,28,1,3,-1
1,HBO,4,7,Low,60,Home,Skip,Skip,WorkRelated,SUV,OtherWorkRelated,12042281,Rural,No,0,25K-30K,35,2,3,23
1,NHB,4,7,Low,60,OtherWorkRelated,Skip,Skip,Family,SUV,BuyService,12042281,Rural,No,0,25K-30K,35,2,3,23
1,HBSHOP,4,7,Low,60,BuyService,Skip,Skip,ReturnHome,SUV,Home,12042281,Rural,No,0,25K-30K,35,2,3,23
1,HBO,4,-1,Low,-1,Home,Skip,Skip,School,Skip,GoSchoolAsStudent,12042281,Rural,Skip,-1,25K-30K,9,3,2,-1
1,HBO,4,-1,Low,-1,GoSchoolAsStudent,Skip,Skip,ReturnHome,Skip,Home,12042281,Rural,Skip,-1,25K-30K,9,3,2,-1
1,HBO,4,-1,Low,-1,Home,Skip,Skip,School,Skip,GoSchoolAsStudent,12042281,Rural,Skip,-1,25K-30K,5,4,2,-1
1,HBO,4,-1,Low,-1,GoSchoolAsStudent,Skip,Skip,ReturnHome,Skip,Home,12042281,Rural,Skip,-1,25K-30K,5,4,2,-1
2,HBO,3,7,High,-1,Home,Skip,AlmostEveryday,Other,Skip,SchoolOrReligiousActivity,12044388,Urban,Yes,0,50K-55K,45,1,4,0
2,NHB,3,7,High,-1,SchoolOrReligiousActivity,Skip,AlmostEveryday,ToWork,Skip,GoToWork,12044388,Urban,Yes,0,50K-55K,45,1,4,0
2,NHB,3,7,High,-1,GoToWork,Skip,AlmostEveryday,Shopping,Skip,BuyGoods,12044388,Urban,Yes,0,50K-55K,45,1,4,0
2,HBSHOP,3,7,High,-1,BuyGoods,Skip,AlmostEveryday,ReturnHome,Skip,Home,12044388,Urban,Yes,0,50K-55K,45,1,4,0
2,HBW,3,7,High,15,Home,Skip,Skip,ToWork,PickupTruck,GoToWork,12044388,Urban,Yes,0,50K-55K,46,2,10,-1
2,NHB,3,7,High,15,GoToWork,Skip,Skip,EatMeal,PickupTruck,GetMeal,12044388,Urban,Yes,0,50K-55K,46,2,10,-1
2,NHB,3,7,High,15,GetMeal,Skip,Skip,Shopping,PickupTruck,BuyGas,12044388,Urban,Yes,0,50K-55K,46,2,10,-1
2,NHB,3,7,High,15,BuyGas,Skip,Skip,ReturnWork,PickupTruck,ReturnToWork,12044388,Urban,Yes,0,50K-55K,46,2,10,-1
2,NHB,3,7,High,15,ReturnToWork,Skip,Skip,Shopping,PickupTruck,BuyGoods,12044388,Urban,Yes,0,50K-55K,46,2,10,-1
2,NHB,3,7,High,15,BuyGoods,Skip,Skip,ReturnWork,PickupTruck,ReturnToWork,12044388,Urban,Yes,0,50K-55K,46,2,10,-1
2,HBW,3,7,High,15,ReturnToWork,Skip,Skip,ReturnHome,PickupTruck,Home,12044388,Urban,Yes,0,50K-55K,46,2,10,-1
2,HBO,3,7,High,15,Home,Skip,Skip,Other,PickupTruck,SchoolOrReligiousActivity,12044388,Urban,Yes,0,50K-55K,46,2,10,-1
2,NHB,3,7,High,15,SchoolOrReligiousActivity,Skip,Skip,SocialRecreation,PickupTruck,SocialRecreational,12044388,Urban,Yes,0,50K-55K,46,2,10,-1
2,HBSOCREC,3,7,High,15,SocialRecreational,Skip,Skip,ReturnHome,PickupTruck,Home,12044388,Urban,Yes,0,50K-55K,46,2,10,-1
2,HBO,3,-1,High,-1,Home,Skip,Skip,School,Skip,GoSchoolAsStudent,12044388,Urban,Skip,-1,50K-55K,9,3,5,-1
2,HBO,3,-1,High,-1,GoSchoolAsStudent,Skip,Skip,ReturnHome,Skip,Home,12044388,Urban,Skip,-1,50K-55K,9,3,5,-1
2,HBO,3,-1,High,-1,Home,Skip,Skip,Other,Skip,SchoolOrReligiousActivity,12044388,Urban,Skip,-1,50K-55K,9,3,5,-1
2,NHB,3,-1,High,-1,SchoolOrReligiousActivity,Skip,Skip,SocialRecreation,Skip,VisitFriends,12044388,Urban,Skip,-1,50K-55K,9,3,5,-1
2,HBSOCREC,3,-1,High,-1,VisitFriends,Skip,Skip,ReturnHome,Skip,Home,12044388,Urban,Skip,-1,50K-55K,9,3,5,-1
3,HBW,3,0,VeryLow,-1,Home,Skip,OnceWeek,ToWork,Skip,GoToWork,12050398,Urban,Yes,0,15K-20K,50,1,2,-1
3,HBW,3,0,VeryLow,-1,GoToWork,Skip,OnceWeek,ReturnHome,Skip,Home,12050398,Urban,Yes,0,15K-20K,50,1,2,-1
3,HBW,3,2,VeryLow,40,Home,Skip,AlmostEveryday,ToWork,SUV,GoToWork,12050398,Urban,Yes,0,15K-20K,49,3,2,6
3,HBW,3,2,VeryLow,40,GoToWork,Skip,AlmostEveryday,ReturnHome,SUV,Home,12050398,Urban,Yes,0,15K-20K,49,3,2,6
1,HBSOCREC,1,7,Skip,-1,Home,Skip,AlmostEveryday,SocialRecreation,Skip,VisitFriends,12052918,Urban,Yes,0,Skip,-7,1,5,0
1,NHB,1,7,Skip,-1,VisitFriends,Skip,AlmostEveryday,Shopping,Skip,BuyGoods,12052918,Urban,Yes,0,Skip,-7,1,5,0
1,HBSHOP,1,7,Skip,-1,BuyGoods,Skip,AlmostEveryday,ReturnHome,Skip,Home,12052918,Urban,Yes,0,Skip,-7,1,5,0
1,HBSOCREC,1,7,Skip,-1,Home,Skip,AlmostEveryday,SocialRecreation,Skip,HangOut,12052918,Urban,Yes,0,Skip,-7,1,5,0
1,HBSOCREC,1,7,Skip,-1,HangOut,Skip,AlmostEveryday,ReturnHome,Skip,Home,12052918,Urban,Yes,0,Skip,-7,1,5,0
1,NHB,1,4,High,5,Skip,OnceWeekMore,AlmostEveryday,SocialRecreation,PickupTruck,VisitPublicPlace,12058349,Urban,Yes,0,65K-70K,50,1,8,1
1,NHB,1,4,High,5,VisitPublicPlace,OnceWeekMore,AlmostEveryday,EatMeal,PickupTruck,GetMeal,12058349,Urban,Yes,0,65K-70K,50,1,8,1
1,HBSHOP,1,4,High,5,GetMeal,OnceWeekMore,AlmostEveryday,ReturnHome,PickupTruck,Home,12058349,Urban,Yes,0,65K-70K,50,1,8,1
1,HBO,1,4,High,5,Home,OnceWeekMore,AlmostEveryday,Family,PickupTruck,PetCare,12058349,Urban,Yes,0,65K-70K,50,1,8,1
1,HBO,1,4,High,5,PetCare,OnceWeekMore,AlmostEveryday,ReturnHome,PickupTruck,Home,12058349,Urban,Yes,0,65K-70K,50,1,8,1
1,HBSHOP,1,4,High,5,Home,OnceWeekMore,AlmostEveryday,EatMeal,PickupTruck,GetMeal,12058349,Urban,Yes,0,65K-70K,50,1,8,1
1,NHB,1,4,High,5,GetMeal,OnceWeekMore,AlmostEveryday,SocialRecreation,PickupTruck,VisitPublicPlace,12058349,Urban,Yes,0,65K-70K,50,1,8,1
1,HBSOCREC,1,4,High,5,VisitPublicPlace,OnceWeekMore,AlmostEveryday,ReturnHome,PickupTruck,Home,12058349,Urban,Yes,0,65K-70K,50,1,8,1
1,HBSHOP,3,3,Moderate,25,Home,Skip,OnceWeek,EatMeal,Car,GetMeal,12066915,Urban,Yes,0,35K-40K,30,1,6,3
1,NHB,3,3,Moderate,25,GetMeal,Skip,OnceWeek,ToWork,Car,GoToWork,12066915,Urban,Yes,0,35K-40K,30,1,6,3
1,HBW,3,3,Moderate,25,GoToWork,Skip,OnceWeek,ReturnHome,Car,Home,12066915,Urban,Yes,0,35K-40K,30,1,6,3
1,HBSOCREC,3,3,Moderate,25,Home,Skip,OnceWeek,SocialRecreation,Car,VisitPublicPlace,12066915,Urban,Yes,0,35K-40K,30,1,6,3
1,NHB,3,3,Moderate,25,VisitPublicPlace,Skip,OnceWeek,Shopping,Car,BuyGoods,12066915,Urban,Yes,0,35K-40K,30,1,6,3
1,HBSHOP,3,3,Moderate,25,BuyGoods,Skip,OnceWeek,ReturnHome,Car,Home,12066915,Urban,Yes,0,35K-40K,30,1,6,3
1,HBSHOP,3,21,Moderate,-1,Home,Skip,Skip,Shopping,Skip,BuyGoods,12066915,Urban,No,0,35K-40K,83,3,6,-1
1,HBSHOP,3,21,Moderate,-1,BuyGoods,Skip,Skip,ReturnHome,Skip,Home,12066915,Urban,No,0,35K-40K,83,3,6,-1
1,HBO,3,21,Moderate,-1,Home,Skip,Skip,Medical,Skip,MedicalService,12066915,Urban,No,0,35K-40K,83,3,6,-1
1,HBO,3,21,Moderate,-1,MedicalService,Skip,Skip,ReturnHome,Skip,Home,12066915,Urban,No,0,35K-40K,83,3,6,-1
1,HBSOCREC,3,21,Moderate,-1,Home,Skip,Skip,SocialRecreation,Skip,GoToGym,12066915,Urban,No,0,35K-40K,83,3,6,-1
1,HBSOCREC,3,21,Moderate,-1,GoToGym,Skip,Skip,ReturnHome,Skip,Home,12066915,Urban,No,0,35K-40K,83,3,6,-1
4,HBW,8,3,Low,45,Home,Skip,AlmostEveryday,ToWork,Car,GoToWork,12067284,Urban,Yes,0,25K-30K,33,1,2,5
4,HBW,8,3,Low,45,GoToWork,Skip,AlmostEveryday,ReturnHome,Car,Home,12067284,Urban,Yes,0,25K-30K,33,1,2,5
4,HBW,8,3,Low,45,Home,Skip,AlmostEveryday,ToWork,Car,GoToWork,12067284,Urban,Yes,0,25K-30K,33,2,2,4
4,HBW,8,3,Low,45,GoToWork,Skip,AlmostEveryday,ReturnHome,Car,Home,12067284,Urban,Yes,0,25K-30K,33,2,2,4
4,HBSOCREC,8,4,Low,-1,Home,Skip,Skip,SocialRecreation,Skip,VisitFriends,12067284,Urban,No,0,25K-30K,62,3,2,-1
4,HBSOCREC,8,4,Low,-1,VisitFriends,Skip,Skip,ReturnHome,Skip,Home,12067284,Urban,No,0,25K-30K,62,3,2,-1
4,HBW,8,0,Low,20,Home,Skip,Skip,ToWork,PickupTruck,GoToWork,12067284,Urban,Yes,0,25K-30K,67,4,3,3
4,NHB,8,0,Low,20,GoToWork,Skip,Skip,WorkRelated,PickupTruck,OtherWorkRelated,12067284,Urban,Yes,0,25K-30K,67,4,3,3
4,HBO,8,0,Low,20,OtherWorkRelated,Skip,Skip,ReturnHome,PickupTruck,Home,12067284,Urban,Yes,0,25K-30K,67,4,3,3
4,HBO,8,0,Low,-1,Home,Skip,AlmostEveryday,ServePassenger,Skip,DropSomeoneOff,12067284,Urban,Yes,0,25K-30K,40,5,11,-1
4,HBO,8,0,Low,-1,DropSomeoneOff,Skip,AlmostEveryday,ReturnHome,Skip,Home,12067284,Urban,Yes,0,25K-30K,40,5,11,-1
4,HBO,8,0,Low,-1,Home,Skip,AlmostEveryday,ServePassenger,Skip,DropSomeoneOff,12067284,Urban,Yes,0,25K-30K,40,5,11,-1
4,NHB,8,0,Low,-1,DropSomeoneOff,Skip,AlmostEveryday,Medical,Skip,MedicalService,12067284,Urban,Yes,0,25K-30K,40,5,11,-1
4,HBO,8,0,Low,-1,MedicalService,Skip,AlmostEveryday,ReturnHome,Skip,Home,12067284,Urban,Yes,0,25K-30K,40,5,11,-1
4,HBO,8,0,Low,-1,Home,Skip,AlmostEveryday,ServePassenger,Skip,PickUpSomeone,12067284,Urban,Yes,0,25K-30K,40,5,11,-1
4,HBO,8,0,Low,-1,PickUpSomeone,Skip,AlmostEveryday,ReturnHome,Skip,Home,12067284,Urban,Yes,0,25K-30K,40,5,11,-1
4,HBO,8,0,Low,-1,Home,Skip,AlmostEveryday,ServePassenger,Skip,PickUpSomeone,12067284,Urban,Yes,0,25K-30K,40,5,11,-1
4,NHB,8,0,Low,-1,PickUpSomeone,Skip,AlmostEveryday,Medical,Skip,MedicalService,12067284,Urban,Yes,0,25K-30K,40,5,11,-1
4,NHB,8,0,Low,-1,MedicalService,Skip,AlmostEveryday,EatMeal,Skip,GetMeal,12067284,Urban,Yes,0,25K-30K,40,5,11,-1
4,HBSHOP,8,0,Low,-1,GetMeal,Skip,AlmostEveryday,ReturnHome,Skip,Home,12067284,Urban,Yes,0,25K-30K,40,5,11,-1
4,HBW,8,0,Low,20,Home,Skip,AlmostEveryday,ToWork,OtherTruck,GoToWork,12067284,Urban,Yes,0,25K-30K,35,6,2,3
4,HBW,8,0,Low,20,GoToWork,Skip,AlmostEveryday,ReturnHome,OtherTruck,Home,12067284,Urban,Yes,0,25K-30K,35,6,2,3
4,HBO,8,-1,Low,-1,Home,Skip,Skip,School,Skip,GoSchoolAsStudent,12067284,Urban,Skip,-1,25K-30K,12,7,4,-1
4,NHB,8,-1,Low,-1,GoSchoolAsStudent,Skip,Skip,Medical,Skip,MedicalService,12067284,Urban,Skip,-1,25K-30K,12,7,4,-1
4,NHB,8,-1,Low,-1,MedicalService,Skip,Skip,EatMeal,Skip,GetMeal,12067284,Urban,Skip,-1,25K-30K,12,7,4,-1
4,HBSHOP,8,-1,Low,-1,GetMeal,Skip,Skip,ReturnHome,Skip,Home,12067284,Urban,Skip,-1,25K-30K,12,7,4,-1
4,HBO,8,-1,Low,-1,Home,Skip,Skip,School,Skip,GoSchoolAsStudent,12067284,Urban,Skip,-1,25K-30K,9,8,2,-1
4,HBO,8,-1,Low,-1,GoSchoolAsStudent,Skip,Skip,ReturnHome,Skip,Home,12067284,Urban,Skip,-1,25K-30K,9,8,2,-1
1,HBO,3,1,High,5,Home,Skip,OnceWeek,Religious,Car,GoReligiousActivityRe,12068021,Urban,Yes,0,50K-55K,67,1,4,1
1,HBO,3,1,High,5,GoReligiousActivityRe,Skip,OnceWeek,ReturnHome,Car,Home,12068021,Urban,Yes,0,50K-55K,67,1,4,1
1,HBSOCREC,3,1,High,5,Home,Skip,OnceWeek,SocialRecreation,Car,HangOut,12068021,Urban,Yes,0,50K-55K,67,1,4,1
1,HBSOCREC,3,1,High,5,HangOut,Skip,OnceWeek,ReturnHome,Car,Home,12068021,Urban,Yes,0,50K-55K,67,1,4,1
1,HBO,3,-1,High,-1,Home,Skip,Skip,Religious,Skip,GoReligiousActivityRe,12068021,Urban,Skip,-1,50K-55K,9,2,4,-1
1,HBO,3,-1,High,-1,GoReligiousActivityRe,Skip,Skip,ReturnHome,Skip,Home,12068021,Urban,Skip,-1,50K-55K,9,2,4,-1
1,HBSOCREC,3,-1,High,-1,Home,Skip,Skip,SocialRecreation,Skip,HangOut,12068021,Urban,Skip,-1,50K-55K,9,2,4,-1
1,HBSOCREC,3,-1,High,-1,HangOut,Skip,Skip,ReturnHome,Skip,Home,12068021,Urban,Skip,-1,50K-55K,9,2,4,-1
1,HBO,3,3,High,-1,Home,Skip,Skip,Religious,Skip,GoReligiousActivityRe,12068021,Urban,Yes,0,50K-55K,64,3,4,-1
1,HBO,3,3,High,-1,GoReligiousActivityRe,Skip,Skip,ReturnHome,Skip,Home,12068021,Urban,Yes,0,50K-55K,64,3,4,-1
1,HBSOCREC,3,3,High,-1,Home,Skip,Skip,SocialRecreation,Skip,Vacation,12068021,Urban,Yes,0,50K-55K,64,3,4,-1
1,HBSOCREC,3,3,High,-1,Vacation,Skip,Skip,ReturnHome,Skip,Home,12068021,Urban,Yes,0,50K-55K,64,3,4,-1
1,HBW,1,6,Moderate,10,Home,Skip,AlmostEveryday,ToWork,Car,GoToWork,12068777,Urban,Yes,0,30K-35K,61,1,4,1
1,NHB,1,6,Moderate,10,GoToWork,Skip,AlmostEveryday,WorkRelated,Car,BusinessMeeting,12068777,Urban,Yes,0,30K-35K,61,1,4,1
1,NHB,1,6,Moderate,10,BusinessMeeting,Skip,AlmostEveryday,Family,Car,FamilyPersonalBusiness,12068777,Urban,Yes,0,30K-35K,61,1,4,1
1,HBO,1,6,Moderate,10,FamilyPersonalBusiness,Skip,AlmostEveryday,ReturnHome,Car,Home,12068777,Urban,Yes,0,30K-35K,61,1,4,1
0,HBSHOP,2,7,Moderate,-1,Home,Skip,Skip,Family,Skip,BuyService,12070837,Urban,Yes,2,40K-45K,68,1,6,-1
0,NHB,2,7,Moderate,-1,BuyService,Skip,Skip,Shopping,Skip,BuyGoods,12070837,Urban,Yes,2,40K-45K,68,1,6,-1
0,NHB,2,7,Moderate,-1,BuyGoods,Skip,Skip,Shopping,Skip,BuyGoods,12070837,Urban,Yes,2,40K-45K,68,1,6,-1
0,NHB,2,7,Moderate,-1,BuyGoods,Skip,Skip,Shopping,Skip,BuyGoods,12070837,Urban,Yes,2,40K-45K,68,1,6,-1
0,HBSHOP,2,7,Moderate,-1,BuyGoods,Skip,Skip,ReturnHome,Skip,Home,12070837,Urban,Yes,2,40K-45K,68,1,6,-1
0,HBSOCREC,2,7,Moderate,-1,Home,Skip,Skip,SocialRecreation,Skip,VisitFriends,12070837,Urban,Yes,2,40K-45K,68,1,6,-1
0,HBO,2,3,Moderate,-1,Home,Skip,Skip,Family,Skip,GroomingHaircutNails,12070837,Urban,Yes,0,40K-45K,66,2,4,-1
0,NHB,2,3,Moderate,-1,GroomingHaircutNails,Skip,Skip,Shopping,Skip,BuyGoods,12070837,Urban,Yes,0,40K-45K,66,2,4,-1
0,NHB,2,3,Moderate,-1,BuyGoods,Skip,Skip,Shopping,Skip,BuyGoods,12070837,Urban,Yes,0,40K-45K,66,2,4,-1
0,HBSHOP,2,3,Moderate,-1,BuyGoods,Skip,Skip,ReturnHome,Skip,Home,12070837,Urban,Yes,0,40K-45K,66,2,4,-1
1,HBW,2,0,Low,25,Home,Skip,SeveralWeek,ToWork,Car,GoToWork,12076277,Urban,Yes,0,20K-25K,39,1,4,8
1,HBW,2,0,Low,25,GoToWork,Skip,SeveralWeek,ReturnHome,Car,Home,12076277,Urban,Yes,0,20K-25K,39,1,4,8
1,HBSHOP,2,0,Low,25,Home,Skip,SeveralWeek,EatMeal,Car,GetMeal,12076277,Urban,Yes,0,20K-25K,39,1,4,8
1,HBSHOP,2,0,Low,25,GetMeal,Skip,SeveralWeek,ReturnHome,Car,Home,12076277,Urban,Yes,0,20K-25K,39,1,4,8
1,HBO,4,1,High,-1,Home,Skip,SeveralWeek,Religious,Skip,GoReligiousActivityRe,12076745,Urban,Yes,0,65K-70K,31,1,4,-1
1,HBO,4,1,High,-1,GoReligiousActivityRe,Skip,SeveralWeek,ReturnHome,Skip,Home,12076745,Urban,Yes,0,65K-70K,31,1,4,-1
1,HBSOCREC,4,1,High,-1,Home,Skip,SeveralWeek,SocialRecreation,Skip,VisitPublicPlace,12076745,Urban,Yes,0,65K-70K,31,1,4,-1
1,HBSOCREC,4,1,High,-1,VisitPublicPlace,Skip,SeveralWeek,ReturnHome,Skip,Home,12076745,Urban,Yes,0,65K-70K,31,1,4,-1
1,HBO,4,3,High,30,Home,Skip,Skip,Religious,PickupTruck,GoReligiousActivityRe,12076745,Urban,Yes,0,65K-70K,40,2,4,-1
1,HBO,4,3,High,30,GoReligiousActivityRe,Skip,Skip,ReturnHome,PickupTruck,Home,12076745,Urban,Yes,0,65K-70K,40,2,4,-1
1,HBSOCREC,4,3,High,30,Home,Skip,Skip,SocialRecreation,PickupTruck,VisitFriends,12076745,Urban,Yes,0,65K-70K,40,2,4,-1
1,HBSOCREC,4,3,High,30,VisitFriends,Skip,Skip,ReturnHome,PickupTruck,Home,12076745,Urban,Yes,0,65K-70K,40,2,4,-1
1,HBO,4,-1,High,-1,Home,Skip,Skip,Religious,Skip,GoReligiousActivityRe,12076745,Urban,Skip,-1,65K-70K,8,3,4,-1
1,HBO,4,-1,High,-1,GoReligiousActivityRe,Skip,Skip,ReturnHome,Skip,Home,12076745,Urban,Skip,-1,65K-70K,8,3,4,-1
1,HBSOCREC,4,-1,High,-1,Home,Skip,Skip,SocialRecreation,Skip,VisitFriends,12076745,Urban,Skip,-1,65K-70K,8,3,4,-1
1,HBSOCREC,4,-1,High,-1,VisitFriends,Skip,Skip,ReturnHome,Skip,Home,12076745,Urban,Skip,-1,65K-70K,8,3,4,-1
1,HBO,4,-1,High,-1,Home,Skip,Skip,Religious,Skip,GoReligiousActivityRe,12076745,Urban,Skip,-1,65K-70K,4,4,4,-1
1,HBO,4,-1,High,-1,GoReligiousActivityRe,Skip,Skip,ReturnHome,Skip,Home,12076745,Urban,Skip,-1,65K-70K,4,4,4,-1
1,HBSOCREC,4,-1,High,-1,Home,Skip,Skip,SocialRecreation,Skip,VisitFriends,12076745,Urban,Skip,-1,65K-70K,4,4,4,-1
1,HBSOCREC,4,-1,High,-1,VisitFriends,Skip,Skip,ReturnHome,Skip,Home,12076745,Urban,Skip,-1,65K-70K,4,4,4,-1
0,HBO,1,3,High,-1,Home,Skip,Skip,Medical,Skip,MedicalService,12082308,Urban,Yes,0,55K-60K,82,1,10,-1
0,NHB,1,3,High,-1,MedicalService,Skip,Skip,Medical,Skip,MedicalService,12082308,Urban,Yes,0,55K-60K,82,1,10,-1
0,HBO,1,3,High,-1,MedicalService,Skip,Skip,ReturnHome,Skip,Home,12082308,Urban,Yes,0,55K-60K,82,1,10,-1
0,HBSHOP,1,3,High,-1,Home,Skip,Skip,Family,Skip,BuyService,12082308,Urban,Yes,0,55K-60K,82,1,10,-1
0,HBSHOP,1,3,High,-1,BuyService,Skip,Skip,ReturnHome,Skip,Home,12082308,Urban,Yes,0,55K-60K,82,1,10,-1
0,HBSHOP,1,3,High,-1,Home,Skip,Skip,Family,Skip,BuyService,12082308,Urban,Yes,0,55K-60K,82,1,10,-1
0,NHB,1,3,High,-1,BuyService,Skip,Skip,Family,Skip,BuyService,12082308,Urban,Yes,0,55K-60K,82,1,10,-1
0,HBSHOP,1,3,High,-1,BuyService,Skip,Skip,ReturnHome,Skip,Home,12082308,Urban,Yes,0,55K-60K,82,1,10,-1
0,HBO,1,3,High,-1,Home,Skip,Skip,Medical,Skip,MedicalService,12082308,Urban,Yes,0,55K-60K,82,1,10,-1
0,HBO,1,3,High,-1,MedicalService,Skip,Skip,ReturnHome,Skip,Home,12082308,Urban,Yes,0,55K-60K,82,1,10,-1
1,HBSHOP,2,3,High,1,Home,OnceWeekMore,AlmostEveryday,Shopping,Walk,BuyGoods,12082812,Urban,Yes,0,80K-100K,57,1,6,0
1,NHB,2,3,High,1,BuyGoods,OnceWeekMore,AlmostEveryday,Shopping,Walk,BuyGoods,12082812,Urban,Yes,0,80K-100K,57,1,6,0
1,HBSHOP,2,3,High,1,BuyGoods,OnceWeekMore,AlmostEveryday,ReturnHome,Walk,Home,12082812,Urban,Yes,0,80K-100K,57,1,6,0
1,HBSOCREC,2,3,High,1,Home,OnceWeekMore,AlmostEveryday,SocialRecreation,Walk,GoToGym,12082812,Urban,Yes,0,80K-100K,57,1,6,0
1,NHB,2,3,High,1,GoToGym,OnceWeekMore,AlmostEveryday,Shopping,Walk,BuyGoods,12082812,Urban,Yes,0,80K-100K,57,1,6,0
1,HBSHOP,2,3,High,1,BuyGoods,OnceWeekMore,AlmostEveryday,ReturnHome,Walk,Home,12082812,Urban,Yes,0,80K-100K,57,1,6,0
1,HBSHOP,2,0,High,-1,Home,Skip,OnceMonth,Shopping,Skip,BuyGoods,12082812,Urban,Yes,0,80K-100K,65,2,5,-1
1,NHB,2,0,High,-1,BuyGoods,Skip,OnceMonth,Shopping,Skip,BuyGoods,12082812,Urban,Yes,0,80K-100K,65,2,5,-1
1,HBSHOP,2,0,High,-1,BuyGoods,Skip,OnceMonth,ReturnHome,Skip,Home,12082812,Urban,Yes,0,80K-100K,65,2,5,-1
1,HBSHOP,2,0,High,-1,Home,Skip,OnceMonth,Shopping,Skip,BuyGoods,12082812,Urban,Yes,0,80K-100K,65,2,5,-1
1,HBSHOP,2,0,High,-1,BuyGoods,Skip,OnceMonth,ReturnHome,Skip,Home,12082812,Urban,Yes,0,80K-100K,65,2,5,-1
3,HBO,4,0,Moderate,40,Home,Skip,SeveralWeek,Religious,Car,GoReligiousActivityRe,12083864,Urban,Yes,0,35K-40K,44,2,2,6
3,HBO,4,0,Moderate,40,GoReligiousActivityRe,Skip,SeveralWeek,ReturnHome,Car,Home,12083864,Urban,Yes,0,35K-40K,44,2,2,6
3,HBO,4,3,Moderate,60,Home,Skip,AlmostEveryday,Religious,SUV,GoReligiousActivityRe,12083864,Urban,Yes,0,35K-40K,22,3,2,11
3,HBO,4,3,Moderate,60,GoReligiousActivityRe,Skip,AlmostEveryday,ReturnHome,SUV,Home,12083864,Urban,Yes,0,35K-40K,22,3,2,11
0,HBSHOP,1,7,Low,-1,Home,Skip,Skip,EatMeal,Skip,GetMeal,12084599,Urban,Yes,0,25K-30K,88,1,3,-1
