R_AGE,DRIVER,TIMETOWK,NBIKETRP,NWALKTRP,URBRUR,WHYTRP1S,HOUSEID,GCDWORK,PERSONID,WHYTO,WHYFROM,HHSIZE,WRKTRANS,CNTTDTR,WRKCOUNT,HHFAMINC,WEBUSE,TRIPPURP,WKFMHMXX,HHFAMINC2
39,0,30,0,7,0,4,15062365,16,1,5,0,3,0,4,1,14,4,0,0,1
76,0,-1,0,7,0,1,13483742,-1,2,2,26,2,1,6,0,14,0,1,0,1
50,0,75,0,6,0,4,13539274,38,2,4,15,2,0,13,1,14,1,0,0,1
61,0,10,0,6,0,4,12068777,1,1,8,3,1,0,4,1,12,1,1,0,1
59,0,-1,0,3,0,2,10802925,0,1,2,7,2,1,8,0,14,0,1,0,1
58,0,5,0,0,0,4,15284288,1,1,5,3,2,6,9,2,14,0,1,0,1
31,0,4,1,2,0,1,13393715,0,1,1,0,1,0,2,0,13,2,0,0,1
48,0,28,0,0,0,2,10603581,9,1,2,1,1,0,2,1,13,2,4,1,1
70,0,-1,0,1,0,1,10524167,-1,1,20,0,2,1,2,0,14,2,2,0,1
1,1,-1,-1,-1,0,5,14630196,-1,3,6,0,4,1,5,1,14,0,1,0,1
13,1,-1,-1,-1,0,6,10829161,-1,3,21,0,5,1,6,1,14,0,2,0,1
77,0,-1,0,7,0,3,13343172,-1,1,3,3,2,1,6,0,14,0,0,0,1
74,0,-1,0,7,0,4,14475502,-1,2,29,6,3,1,9,0,13,0,0,0,1
49,0,45,0,0,0,0,15007432,28,1,0,0,4,0,4,2,14,5,0,1,1
21,0,-1,0,0,0,6,15181501,-1,2,21,22,5,1,5,1,14,0,1,0,1
74,0,4,0,2,0,10,13352745,1,2,16,14,2,6,9,1,14,0,1,0,1
30,0,10,0,0,0,8,15041829,3,1,15,8,6,0,7,2,12,0,1,0,1
63,0,2,3,14,0,3,15570150,0,1,8,10,2,4,8,2,13,2,2,0,1
23,0,10,0,1,0,2,10267914,3,1,2,2,4,0,6,2,13,1,1,0,1
41,0,8,0,4,0,2,14564376,0,1,29,0,2,0,4,1,13,2,0,3,1
57,0,15,0,4,0,7,14956551,3,2,11,13,2,0,4,1,14,3,2,0,1
32,0,-1,0,1,0,8,15531245,-1,1,13,0,4,1,5,0,12,2,1,0,1
31,0,-1,0,5,0,3,14630196,-1,2,3,6,4,1,9,1,14,1,1,0,1
48,0,15,0,2,0,3,13278993,1,1,3,8,2,0,9,2,12,3,1,3,1
19,0,7,0,0,0,0,13345233,3,1,16,15,2,0,3,2,13,3,0,0,1
62,0,4,0,8,0,4,14956551,0,1,4,0,2,0,2,1,14,0,1,0,1
6,1,-1,-1,-1,1,7,10337723,-1,4,11,1,4,1,2,2,13,0,2,0,1
30,0,-1,0,0,0,4,12175291,-1,1,11,0,4,1,6,1,14,2,1,0,1
82,0,-1,0,4,0,1,14240540,-1,1,26,22,1,1,8,0,14,0,1,0,1
77,0,-1,0,7,0,1,15178949,-1,1,17,1,2,1,8,0,12,4,1,0,1
55,0,-1,0,14,0,5,10296866,-1,2,19,11,3,1,9,2,14,2,1,0,1
13,1,-1,-1,-1,0,12,10829161,-1,3,25,0,5,1,5,1,14,0,2,0,1
68,0,20,0,5,0,1,13129657,9,1,10,30,1,0,6,1,12,0,1,0,1
28,0,10,4,3,0,5,12333390,10,1,20,0,2,0,5,2,12,4,3,0,1
82,0,-1,2,7,0,3,15367211,-1,1,5,5,2,1,7,0,12,0,0,0,1
31,0,30,0,3,1,10,10337723,16,2,16,4,4,0,8,2,13,4,1,0,1
39,0,-1,0,0,0,3,14095580,-1,2,3,9,4,1,8,1,14,0,1,0,1
58,0,-1,0,3,0,5,14989401,-1,1,6,0,5,1,11,1,12,1,0,0,1
61,0,-1,0,6,0,3,10094745,-1,1,3,6,2,1,8,0,14,1,0,0,1
49,0,17,0,3,0,1,10341056,4,1,1,0,2,3,6,2,14,3,3,0,1
50,0,-1,0,0,1,2,10680447,-1,1,3,5,2,1,4,0,14,1,0,0,1
64,0,0,0,9,0,3,14956551,0,1,3,5,2,0,2,1,14,0,0,0,1
47,0,35,0,0,0,3,10490075,7,1,8,16,2,0,6,1,14,1,1,0,1
65,0,-1,3,6,0,1,13299660,-1,1,9,2,1,1,3,0,13,0,0,0,1
68,0,-1,0,0,0,3,12249718,-1,1,3,6,2,1,5,2,13,0,0,0,1
43,0,9,0,0,0,3,13487508,-1,1,11,0,4,3,5,3,14,1,0,0,1
56,0,-1,0,7,0,6,12330401,-1,1,21,0,2,1,3,0,14,3,1,0,1
32,0,14,0,1,0,2,14746967,5,1,2,0,5,0,5,2,14,0,4,0,1
45,0,2,0,25,0,2,15257545,1,1,2,25,2,0,6,2,14,3,2,0,1
55,0,25,0,5,0,3,10913471,18,1,9,2,2,2,4,1,14,1,1,0,1
49,0,25,0,3,0,1,11888008,10,1,1,3,1,0,11,1,14,1,0,0,1
26,0,-1,0,20,0,3,15010508,-1,2,3,0,2,1,5,0,14,1,0,0,1
70,0,40,0,0,0,4,12249718,13,2,5,0,2,5,7,2,13,5,0,0,1
32,0,18,1,7,0,3,14731271,7,1,3,14,1,3,4,1,12,1,3,0,1
38,0,15,0,2,0,2,15535793,3,2,6,0,4,0,9,4,13,1,0,0,1
69,0,-1,7,6,0,5,14258086,-1,1,18,15,1,1,7,0,13,1,1,0,1
34,0,25,0,14,0,10,10591440,5,1,21,3,6,0,6,2,12,0,2,0,1
28,0,3,0,0,0,2,13345902,1,1,26,3,2,0,3,1,13,2,0,0,1
80,0,-1,0,0,0,4,10631784,-1,1,5,2,1,1,6,0,14,0,1,0,1
27,0,40,0,4,0,6,10819023,17,1,29,30,1,0,7,1,13,3,1,0,1
31,0,30,0,3,1,5,10337723,15,1,15,16,4,0,8,2,13,3,1,0,1
64,0,-1,0,70,1,7,14454217,0,2,23,20,2,1,7,1,14,1,1,0,1
39,0,30,0,0,0,3,11846633,10,1,3,12,4,0,14,3,14,1,2,0,1
77,0,-1,0,7,0,4,13343172,-1,1,5,0,2,1,6,0,14,0,0,0,1
30,0,50,0,0,0,3,13419228,1,1,9,20,3,6,9,2,12,0,1,0,1
31,0,30,0,3,1,1,10337723,9,1,1,7,4,6,8,2,13,1,1,0,1
36,0,-1,1,2,0,1,14989401,-1,5,1,7,5,1,9,1,12,1,0,0,1
45,0,-1,0,3,1,9,10799899,0,1,15,0,3,1,10,1,14,0,2,0,1
88,0,-1,0,3,0,6,14939545,-1,2,9,0,2,1,6,0,14,0,2,0,1
31,0,45,0,2,0,2,11801052,8,2,6,6,4,0,7,2,12,5,1,0,1
24,0,4,0,3,0,5,14418844,1,3,6,1,4,3,9,4,14,1,1,0,1
87,0,-1,3,2,0,1,14923085,-1,1,16,4,2,1,2,0,13,0,2,0,1
17,0,8,0,60,0,4,10845778,2,3,4,26,2,0,13,2,14,3,0,0,1
77,0,-1,0,7,0,3,13343172,-1,1,4,1,2,1,6,0,14,0,0,0,1
48,0,20,0,2,0,3,15046815,8,1,3,5,2,0,4,2,13,1,0,0,1
53,0,45,1,5,1,1,13316569,10,1,29,0,3,0,4,2,13,2,0,0,1
17,2,5,0,0,0,4,11846633,2,4,9,2,4,0,12,3,14,1,1,0,1
36,0,20,0,0,0,3,14245040,8,1,3,6,3,5,3,2,14,0,0,0,1
19,2,100,0,7,0,4,13278993,6,2,5,3,2,9,5,2,12,0,0,0,1
7,1,-1,-1,-1,0,5,10061895,-1,2,6,0,3,1,3,1,12,0,0,0,1
28,0,10,4,3,0,4,12333390,10,1,5,17,2,0,5,2,12,4,0,0,1
29,0,20,0,4,0,4,14833661,7,1,5,22,4,0,10,3,14,3,1,0,1
13,1,-1,-1,-1,0,7,10829161,-1,3,22,0,5,1,5,1,14,0,2,0,1
31,0,30,0,3,1,8,10337723,16,2,15,15,4,0,8,2,13,4,1,0,1
45,2,-1,0,10,0,6,14810103,-1,3,22,0,3,1,4,0,12,0,3,0,1
3,1,-1,-1,-1,0,3,10598739,-1,3,5,5,3,1,4,1,14,0,2,0,1
39,0,30,0,0,0,3,11846633,10,1,8,3,4,0,14,3,14,1,2,0,1
31,0,25,0,0,0,5,14740657,13,2,18,0,4,0,6,2,14,4,3,0,1
53,0,0,0,0,0,4,13289748,0,1,14,2,3,1,3,2,12,0,1,0,1
65,0,30,0,0,1,6,13316569,14,2,8,16,3,0,8,2,13,5,2,0,1
43,0,15,0,1,0,6,10791370,5,1,8,6,1,0,5,1,12,3,0,0,1
46,0,2,1,1,0,3,13395925,0,1,3,4,1,0,2,0,13,1,0,0,1
67,0,-1,1,6,0,3,12070837,-1,1,3,6,2,1,5,0,13,0,0,0,1
50,0,75,0,6,0,3,13539274,38,2,3,14,2,0,13,1,14,1,0,0,1
19,2,100,0,7,0,5,13278993,6,2,19,0,2,9,5,2,12,0,2,0,1
39,0,15,0,6,0,3,13360155,6,1,3,28,1,1,4,1,12,2,2,0,1
48,0,15,0,2,0,6,13278993,1,1,14,3,2,0,9,2,12,3,1,3,1
67,0,-1,0,6,0,0,10846971,-1,1,8,0,2,1,5,0,12,1,0,0,1
51,0,-1,0,15,0,1,10296866,-1,1,1,4,3,1,8,2,14,1,1,0,1
38,0,5,0,-8,1,3,14214297,7,2,9,3,4,5,4,2,12,2,1,0,1
31,0,30,0,3,1,5,10337723,9,1,14,17,4,6,8,2,13,1,1,0,1
24,0,4,0,3,0,3,14418844,1,3,4,1,4,3,9,4,14,1,0,0,1
27,0,25,0,2,0,2,15041829,11,2,2,11,6,3,4,2,12,1,1,0,1
77,0,-1,0,6,0,1,13547587,-1,1,1,21,1,1,6,0,14,0,1,0,1
21,0,5,0,5,0,3,14418844,1,4,3,1,4,9,9,4,14,1,0,0,1
59,0,-1,0,11,0,0,10913471,-1,2,0,16,2,1,6,1,14,1,0,0,1
71,0,-1,5,5,0,3,15486363,-1,1,3,18,1,1,8,0,14,0,2,0,1
45,0,15,0,3,0,3,13360142,0,1,3,6,1,6,7,1,14,0,0,0,1
60,0,-1,0,5,0,0,10094745,-1,1,0,21,2,1,8,0,14,2,1,0,1
72,0,-1,0,2,0,3,10855311,-1,1,3,9,2,1,5,0,13,0,0,0,1
9,1,-1,-1,-1,0,4,15181501,-1,3,6,8,5,1,5,1,14,0,2,0,1
5,1,-1,-1,-1,0,3,10267914,-1,3,3,25,4,1,2,2,13,0,2,0,1
33,0,25,0,3,0,2,14383700,5,1,8,0,1,0,6,1,14,1,1,0,1
55,0,0,0,23,0,5,10491139,0,1,20,0,1,0,2,0,12,0,2,0,1
53,0,33,0,0,0,4,10890256,18,1,5,13,2,0,3,1,14,4,1,0,1
39,0,-1,0,2,0,5,12209123,-1,1,6,0,4,1,6,2,14,3,0,0,1
53,0,-1,0,7,0,3,14829483,0,2,3,23,2,1,4,1,12,0,2,0,1
30,0,45,0,2,0,4,11801123,8,1,11,0,3,0,6,2,12,4,1,0,1
30,0,20,0,7,0,6,14833661,7,3,21,0,4,0,5,3,14,4,2,0,1
6,1,-1,-1,-1,1,7,10337723,-1,4,12,0,4,1,2,2,13,0,2,0,1
12,0,5,0,0,0,3,10490075,0,1,3,28,2,0,2,1,14,0,2,0,1
47,0,9,0,-1,0,4,15046815,4,1,4,9,2,5,3,2,13,1,0,0,1
59,0,-1,0,11,0,2,10913471,-1,2,2,20,2,1,6,1,14,1,2,0,1
52,0,5,0,6,0,2,13363303,3,2,3,6,4,5,4,2,14,1,1,0,1
13,1,-1,-1,-1,0,5,10829161,-1,3,6,25,5,1,6,1,14,0,1,0,1
61,0,6,0,2,0,0,15211716,-9,2,0,11,2,0,4,1,13,3,0,0,1
68,0,-1,0,7,0,2,14099289,-1,1,8,10,2,1,5,1,14,1,2,0,1
6,1,-1,-1,-1,1,5,13359511,-1,3,18,11,4,1,4,2,14,0,1,0,1
34,0,-1,0,4,0,6,13573050,-1,1,22,0,2,1,2,1,12,1,3,0,1
39,0,30,0,0,0,4,11846633,10,1,12,0,4,0,14,3,14,1,2,0,1
62,0,-1,0,2,0,3,14945452,-1,1,3,8,2,1,8,0,14,0,1,0,1
22,0,32,0,2,0,4,12239876,-1,1,11,10,2,0,2,1,13,1,2,0,1
17,2,5,0,0,0,3,11846633,2,4,5,3,4,0,12,3,14,1,3,0,1
46,0,35,0,0,0,0,13382902,-1,1,0,27,1,6,6,1,14,5,0,0,1
59,0,-1,0,11,0,2,10913471,-1,2,9,12,2,1,6,1,14,1,1,0,1
49,0,25,0,3,0,4,11888008,10,1,5,0,1,0,11,1,14,1,0,0,1
38,0,5,0,-8,1,3,14214297,7,2,10,1,4,5,4,2,12,2,1,0,1
20,1,-1,0,0,0,2,10238688,-1,2,2,22,3,1,4,1,12,0,2,0,1
34,0,15,0,10,0,3,14630196,5,1,3,6,4,6,12,1,14,1,0,0,1
34,0,20,0,0,0,2,14158823,17,1,2,15,5,0,3,2,12,1,4,0,1
24,0,-1,0,11,0,0,15010508,-1,1,0,0,2,1,2,0,14,1,0,0,1
62,0,45,0,5,0,2,13253338,19,2,2,13,2,0,3,2,13,0,2,0,1
34,0,4,1,2,0,4,13394171,0,1,5,1,1,0,2,0,13,2,0,0,1
37,0,5,0,1,0,7,12162433,8,2,19,32,5,3,5,1,12,5,1,0,1
77,0,-1,0,6,0,6,13547587,-1,1,21,0,1,1,6,0,14,0,2,0,1
68,0,-1,2,7,0,5,12070837,-1,1,6,4,2,1,6,0,13,0,1,0,1
63,0,-1,0,1,0,4,13321303,-1,1,4,2,2,1,6,0,13,1,0,0,1
56,0,-1,0,3,0,5,13539274,-1,1,7,2,2,1,10,1,14,1,1,0,1
75,0,-1,0,2,0,5,10373141,-1,2,8,6,2,1,8,0,12,3,1,0,1
82,0,-1,0,4,0,5,14240540,-1,1,22,2,1,1,8,0,14,0,2,0,1
41,0,48,0,7,1,3,10141386,20,1,3,10,2,6,4,2,13,0,1,0,1
60,0,29,1,5,0,9,10519471,4,1,15,2,2,4,5,2,14,1,1,0,1
67,0,1,0,6,0,5,14099289,0,1,21,0,2,0,5,1,14,1,2,0,1
62,0,-1,0,2,0,1,10242359,-1,1,23,7,1,1,2,0,12,0,0,0,1
6,1,-1,-1,-1,0,3,14746967,-1,3,4,13,5,1,3,2,14,0,1,0,1
62,0,-1,0,5,0,5,13454023,-1,1,18,2,1,1,7,0,14,4,3,0,1
65,0,15,0,0,0,1,10912719,7,2,1,4,2,0,8,1,14,0,2,0,1
88,0,-1,0,3,0,5,14939545,-1,2,5,2,2,1,6,0,14,0,3,0,1
61,0,-1,0,6,0,0,10094745,-1,1,0,21,2,1,8,0,14,1,1,0,1
44,0,6,0,30,0,6,15257545,2,1,21,9,2,0,6,2,14,5,2,0,1
54,0,0,0,6,1,4,10872662,0,1,10,0,2,1,5,1,12,0,2,0,1
6,1,-1,-1,-1,1,5,13359511,-1,3,15,7,4,1,4,2,14,0,1,0,1
64,0,-1,0,70,1,7,14454217,0,2,25,19,2,1,7,1,14,1,1,0,1
35,0,15,3,0,0,2,10477768,2,1,2,0,3,5,4,2,12,1,3,0,1
29,0,20,0,5,0,3,14833661,7,2,3,22,4,0,7,3,14,3,2,0,1
31,0,40,0,2,0,2,11801052,8,1,2,11,4,0,6,2,12,5,1,0,1
75,0,-1,0,10,0,1,14810103,-1,2,22,24,3,1,4,0,12,0,0,0,1
24,0,4,0,3,0,5,14418844,1,3,6,1,4,3,9,4,14,1,1,0,1
40,0,-1,0,0,0,4,10238688,-1,1,11,0,3,1,6,1,12,1,1,0,1
80,0,-1,0,3,0,3,14353208,-1,1,4,17,2,1,6,1,14,3,0,0,1
9,1,-1,-1,-1,0,3,11801052,-1,3,6,11,4,1,4,2,12,0,1,0,1
75,0,-1,0,2,0,6,10373141,-1,2,15,0,2,1,8,0,12,3,2,0,1
57,0,-1,0,3,0,2,10554043,-1,1,13,30,3,1,5,2,13,0,0,0,1
59,0,-1,0,2,0,2,11995933,-1,1,2,3,4,1,6,1,12,3,0,0,1
44,0,20,0,2,0,3,14245040,8,1,3,5,3,5,3,2,14,2,0,0,1
47,0,8,0,0,0,3,10829161,0,1,3,5,5,2,9,1,14,1,1,0,1
35,0,4,0,-7,1,3,14214297,6,2,9,4,4,4,3,2,12,1,1,0,1
62,0,-1,0,2,0,4,14945452,-1,1,4,2,2,1,8,0,14,0,0,0,1
44,0,25,3,0,0,2,10845778,6,1,2,2,2,6,10,2,14,2,0,0,1
30,0,15,5,0,0,2,13346717,24,2,3,6,3,3,10,1,14,1,2,0,1
54,0,-1,0,11,0,3,13322356,0,2,3,2,2,1,7,0,12,3,0,0,1
51,0,-1,0,10,0,4,15062365,-1,2,10,2,3,1,6,1,14,3,0,0,1
14,1,-1,-1,-1,0,3,10829161,-1,3,3,5,5,1,7,1,14,0,0,0,1
34,0,15,0,10,0,2,14630196,5,1,2,5,4,6,12,1,14,1,0,0,1
38,0,15,0,2,0,1,15535793,3,2,20,0,4,0,9,4,13,1,1,0,1
62,0,-1,0,5,0,3,13454023,-1,1,3,15,1,1,7,0,14,4,1,0,1
11,1,-1,-1,-1,1,6,10799899,-1,3,9,4,3,1,2,1,14,0,2,0,1
76,0,-1,0,3,0,3,14946516,-1,1,3,1,2,1,6,0,14,5,0,0,1
12,1,-1,-1,-1,0,3,14158823,-1,3,3,13,5,1,2,2,12,0,2,0,1
33,0,20,0,0,0,3,14245040,8,2,4,4,3,5,3,2,14,0,0,0,1
50,0,75,0,6,0,4,13539274,38,2,10,1,2,0,13,1,14,1,0,0,1
8,1,-1,-1,-1,0,3,10646096,-1,3,3,15,4,1,7,1,14,0,0,0,1
6,1,-1,0,-2,0,3,12175291,-1,3,3,13,4,1,2,1,14,1,2,0,1
65,0,3,0,0,1,2,10076143,0,1,2,3,2,0,2,1,13,0,1,0,1
64,0,29,0,2,0,5,12131001,14,1,19,0,1,0,2,1,12,1,2,0,1
32,0,-1,0,4,0,1,15531245,-1,2,1,17,4,1,10,0,12,2,1,0,1
63,0,-1,2,5,0,4,15506878,-1,1,4,0,2,1,10,0,14,1,0,0,1
67,0,-1,0,7,0,3,12007338,-1,1,3,3,2,1,9,1,14,1,0,0,1
61,0,6,0,7,0,3,14956551,0,1,4,0,2,0,2,1,14,1,1,0,1
57,0,15,0,4,0,5,14956551,3,2,7,8,2,0,4,1,14,3,2,0,1
64,0,-1,0,70,1,4,14454217,0,2,14,6,2,1,7,1,14,1,2,0,1
33,0,25,0,3,0,0,14383700,5,1,0,2,1,0,6,1,14,1,1,0,1
10,1,-1,-1,-1,0,4,10646096,-1,3,5,31,4,1,7,1,14,0,0,0,1
82,0,-1,2,7,0,3,15367211,-1,1,4,5,2,1,7,0,12,0,0,0,1
84,0,-1,0,0,0,5,10723876,-1,1,6,0,1,1,4,0,14,0,0,0,1
74,0,-1,0,7,0,3,14475502,-1,2,3,33,3,1,9,0,13,0,2,0,1
39,0,30,0,0,0,3,11846633,10,1,10,0,4,0,14,3,14,1,1,0,1
40,0,20,0,0,0,4,10837287,6,1,6,2,1,0,5,1,13,1,1,0,1
4,1,-1,-1,-1,0,5,12175291,-1,4,8,6,4,1,2,1,14,0,2,0,1
62,0,8,0,1,1,3,10076143,0,1,3,14,2,0,3,1,13,0,3,0,1
62,0,-1,0,5,0,4,13454023,-1,1,5,0,1,1,7,0,14,4,0,0,1
27,0,25,0,2,0,3,15041829,11,2,6,7,6,3,4,2,12,1,1,0,1
35,0,20,0,0,0,0,14158823,19,2,0,3,5,0,4,2,12,1,1,0,1
65,0,30,0,0,1,10,13316569,14,2,16,16,3,0,8,2,13,5,1,0,1
27,0,-1,0,3,0,3,10598739,-1,1,4,7,3,1,4,1,14,4,2,0,1
51,0,-1,0,4,1,3,10799899,0,1,4,8,3,1,12,1,14,1,2,0,1
50,1,-1,0,7,0,3,14830982,0,2,3,23,2,1,4,2,13,0,2,0,1
75,0,-1,0,7,0,3,13434276,-1,1,4,0,1,1,3,0,14,0,0,0,1
69,0,-1,5,1,0,3,10503797,-1,1,3,27,2,1,13,0,12,0,0,0,1
42,0,16,0,14,0,3,10971499,5,1,10,11,1,0,5,1,14,1,1,0,1
8,1,-1,-1,-1,0,1,15041829,-1,3,3,1,6,1,2,2,12,0,2,0,1
0,1,-1,-1,-1,0,4,14630196,-1,4,5,2,4,1,5,1,14,0,1,0,1
57,0,-1,0,3,0,2,10554043,-1,1,15,30,3,1,5,2,13,0,0,0,1
50,0,-1,0,0,1,4,10680447,-1,1,9,3,2,1,5,0,14,1,1,0,1
63,0,20,1,7,0,6,13514570,2,2,9,8,2,3,9,2,13,1,0,0,1
60,0,-1,0,3,0,5,15414964,-1,1,10,0,2,1,7,0,14,0,1,0,1
66,0,-1,0,4,0,3,10969236,-1,1,5,0,2,1,2,0,14,1,2,0,1
9,1,-1,-1,-1,0,8,14158823,-1,4,13,0,5,1,2,2,12,0,2,0,1
63,0,2,0,8,0,3,14956551,0,1,4,5,2,0,2,1,14,0,0,0,1
69,0,-1,0,1,0,2,13519315,-1,1,2,0,2,1,7,0,14,0,0,0,1
29,0,20,0,6,0,3,14833661,7,2,3,21,4,0,5,3,14,3,2,0,1
44,0,20,0,2,0,4,14245040,8,1,4,4,3,5,3,2,14,2,0,0,1
65,0,30,0,0,1,10,13316569,14,2,16,7,3,0,8,2,13,5,1,0,1
56,0,8,0,1,0,2,11933216,2,1,2,1,2,3,5,2,13,0,4,0,1
85,0,-1,2,2,0,1,14923085,-1,1,12,8,2,1,2,0,13,0,2,0,1
69,0,-1,5,1,0,1,10503797,-1,1,1,28,2,1,13,0,12,0,1,0,1
53,0,50,0,0,0,2,10913471,36,1,2,2,2,3,3,1,14,1,3,0,1
59,0,-1,0,4,0,3,10094745,-1,1,3,6,2,1,8,0,14,3,0,0,1
49,0,10,0,5,0,7,14564376,1,1,14,12,2,0,4,1,13,3,2,4,1
19,2,100,0,7,0,4,13278993,6,2,9,14,2,9,5,2,12,0,3,0,1
63,0,20,1,7,0,7,13514570,2,2,11,6,2,3,9,2,13,1,1,0,1
43,0,10,0,7,0,5,10912979,2,1,8,0,2,0,6,2,14,1,4,0,1
25,0,18,0,2,0,6,15177045,5,2,12,0,4,0,6,3,14,3,2,0,1
35,0,-1,5,7,0,8,15141587,0,1,18,0,5,1,12,1,14,1,2,0,1
69,0,10,0,3,0,2,10297162,6,2,2,20,2,6,7,1,14,0,2,0,1
11,0,4,0,0,0,1,10490075,0,1,28,1,2,0,2,1,14,0,2,0,1
49,0,45,0,0,0,1,15007432,28,1,1,0,4,0,4,2,14,5,3,1,1
64,0,-1,0,70,1,6,14454217,0,2,22,0,2,1,7,1,14,1,2,0,1
60,0,-1,0,3,0,3,15414964,-1,1,3,5,2,1,6,0,14,0,0,0,1
45,0,15,0,3,0,1,13360142,0,1,1,0,1,6,7,1,14,0,0,0,1
38,0,15,0,2,0,2,15535793,3,2,2,1,4,0,9,4,13,1,0,0,1
69,0,-1,5,1,0,6,10503797,-1,1,11,0,2,1,13,0,12,0,2,0,1
55,0,-1,0,6,1,4,10872662,-1,1,6,8,2,1,5,1,12,0,1,0,1
66,0,-1,0,2,0,5,10968991,-1,1,6,0,2,1,3,0,14,1,2,0,1
46,0,-1,0,1,0,9,10829161,-1,1,22,3,5,1,12,1,14,2,1,0,1
29,0,20,0,3,0,1,14833661,7,1,3,9,4,0,12,3,14,3,1,0,1
66,0,-1,3,7,0,3,10912719,-1,1,4,1,2,1,5,1,14,0,0,0,1
58,0,-1,0,4,0,6,13435769,-1,1,21,2,1,1,3,0,13,1,2,0,1
63,0,-1,0,0,0,3,13268873,-1,1,9,0,2,1,5,0,12,0,1,0,1
84,0,-1,0,3,0,5,12222971,-1,2,20,0,2,1,4,0,14,0,2,0,1
63,0,2,3,14,0,2,15570150,0,1,2,9,2,4,8,2,13,2,4,0,1
40,0,20,0,0,0,1,10837287,6,1,1,2,1,0,5,1,13,1,0,0,1
31,0,30,0,3,1,5,10337723,16,2,15,15,4,0,8,2,13,4,1,0,1
29,0,15,0,0,0,2,14283668,6,1,2,18,1,6,6,1,13,3,2,0,1
41,0,6,0,0,0,2,13423001,2,2,2,2,4,5,4,2,14,0,4,0,1
25,0,6,0,0,0,2,10877452,1,2,2,21,3,0,2,1,14,1,1,0,1
3,1,-1,-1,-1,0,2,15141587,-1,4,2,17,5,1,4,1,14,0,1,0,1
30,0,-1,0,0,0,3,12175291,-1,1,8,2,4,1,6,1,14,2,1,0,1
16,0,-1,0,0,0,6,15181501,-1,2,10,0,5,1,5,1,14,0,1,0,1
39,0,-1,0,2,0,5,12209123,-1,1,7,2,4,1,6,2,14,3,1,0,1
48,0,8,7,1,0,1,10177134,-1,1,3,20,2,2,3,0,12,1,2,0,1
56,0,-1,0,3,0,5,13539274,-1,1,8,17,2,1,10,1,14,1,1,0,1
69,0,-1,5,1,0,1,10503797,-1,1,1,5,2,1,13,0,12,0,1,0,1
58,0,-1,0,4,0,3,10094745,-1,2,3,18,2,1,9,0,14,4,2,0,1
31,0,8,0,0,0,3,14746967,6,1,3,4,5,3,5,2,14,0,2,0,1
29,0,-1,0,0,0,5,13438498,-1,2,14,3,3,1,3,1,12,3,0,0,1
58,0,29,0,4,0,3,14099289,5,1,14,11,2,0,9,1,14,2,1,0,1
23,0,5,0,5,0,3,11873141,1,1,3,19,2,0,5,1,12,1,2,0,1
84,2,-1,0,0,0,1,14559046,-1,2,1,0,2,1,4,0,12,0,0,0,1
7,1,-1,-1,-1,0,7,12162433,-1,3,23,0,5,1,5,1,12,0,2,0,1
53,0,40,0,15,1,2,10872662,25,2,2,1,2,6,5,1,12,0,2,0,1
48,0,7,7,1,0,1,10177157,-1,1,20,1,2,2,3,0,12,1,1,0,1
41,0,6,0,0,0,1,13423001,2,2,12,1,4,5,4,2,14,0,2,0,1
35,0,-1,5,7,0,3,15141587,0,1,3,15,5,1,12,1,14,1,2,0,1
24,0,4,0,3,0,2,14418844,1,3,2,6,4,3,9,4,14,1,0,0,1
62,0,-1,0,5,0,3,13454023,-1,1,3,17,1,1,7,0,14,4,2,0,1
17,0,8,0,60,0,4,10845778,2,3,4,26,2,0,13,2,14,3,0,0,1
4,1,-1,-1,-1,0,3,15531245,-1,3,3,10,4,1,4,0,12,0,2,0,1
63,0,-1,0,3,0,1,15414964,-1,2,1,0,2,1,10,0,14,1,0,0,1
88,2,-1,0,0,0,2,11995933,-1,4,2,2,4,1,3,1,12,0,0,0,1
31,0,30,0,3,1,8,10337723,9,1,13,13,4,6,8,2,13,1,1,0,1
69,0,-1,0,3,0,0,10585869,-1,1,2,1,1,1,4,0,12,0,1,0,1
31,0,30,0,3,1,8,10337723,9,1,14,8,4,6,8,2,13,1,1,0,1
69,0,-1,0,0,0,4,14968189,-1,2,7,0,3,1,4,1,13,0,0,0,1
66,0,45,0,15,0,7,13253338,19,1,10,1,2,0,10,2,13,0,1,0,1
30,0,15,5,0,0,5,13346717,24,2,11,13,3,3,10,1,14,1,1,0,1
6,1,-1,-1,-1,0,5,10267914,-1,3,8,15,4,1,2,2,13,0,2,0,1
65,0,45,0,12,0,0,13253338,19,1,0,6,2,0,8,2,13,0,1,0,1
3,1,-1,-1,-1,0,5,11801052,-1,4,21,0,4,1,4,2,12,0,2,0,1
16,2,-1,7,7,0,6,15062365,-1,3,22,1,3,1,4,1,14,2,2,0,1
31,0,30,0,3,1,10,10337723,16,2,16,14,4,0,8,2,13,4,1,0,1
58,0,5,0,0,0,3,15284288,1,1,3,16,2,6,9,2,14,0,2,0,1
31,0,30,0,3,1,8,10337723,9,1,13,13,4,5,8,2,13,1,1,0,1
71,0,-1,5,5,0,5,15486363,-1,1,10,1,1,1,8,0,14,0,1,0,1
37,0,30,0,5,0,11,10061895,19,1,24,0,3,5,4,1,12,4,2,0,1
10,1,-1,-1,-1,0,3,14989401,-1,3,3,14,5,1,6,1,12,0,0,0,1
