TIMETOWK,GCDWORK,TRIPPURP,WHYTO,WKFMHMXX,DRIVER,WRKTRANS,NWALKTRP,HHSIZE,WHYTRP1S,WHYFROM,NBIKETRP,R_AGE,CNTTDTR,WRKCOUNT,URBRUR,HHFAMINC,WEBUSE,WEBUSE.1,HOUSEID,PERSONID,HHFAMINC2
45,9.24,4,12,0,0,1,4,2,8,0,0,35,4,2,0,2,1,0,40079971,2,0
45,9.24,4,3,0,0,1,4,2,2,12,0,35,4,2,0,2,1,0,40079971,2,0
45,9.24,0,4,0,0,1,4,2,0,0,0,35,4,2,0,2,1,0,40079971,2,0
45,9.24,0,3,0,0,1,4,2,2,4,0,35,4,2,0,2,1,0,40079971,2,0
60,31.77,2,7,0,0,1,14,2,3,0,0,64,2,2,1,9,1,0,40080911,1,1
60,31.77,2,3,0,0,1,14,2,2,7,0,64,2,2,1,9,1,0,40080911,1,1
60,33.52,2,7,0,0,1,14,2,3,0,0,63,2,2,1,9,1,0,40080911,2,1
60,33.52,2,3,0,0,1,14,2,2,7,0,63,2,2,1,9,1,0,40080911,2,1
-1,-9.0,2,5,0,0,3,7,1,1,0,0,65,12,1,0,1,1,0,40082180,1,0
-1,-9.0,1,5,0,0,3,7,1,1,5,0,65,12,1,0,1,1,0,40082180,1,0
-1,-9.0,1,7,0,0,3,7,1,3,5,0,65,12,1,0,1,1,0,40082180,1,0
-1,-9.0,1,0,0,0,3,7,1,0,7,0,65,12,1,0,1,1,0,40082180,1,0
-1,-9.0,1,1,0,0,3,7,1,1,1,0,65,12,1,0,1,1,0,40082180,1,0
-1,-9.0,1,2,0,0,3,7,1,1,2,0,65,12,1,0,1,1,0,40082180,1,0
-1,-9.0,1,2,0,0,3,7,1,1,3,0,65,12,1,0,1,1,0,40082180,1,0
-1,-9.0,1,1,0,0,3,7,1,1,3,0,65,12,1,0,1,1,0,40082180,1,0
-1,-9.0,3,3,0,0,3,7,1,2,2,0,65,12,1,0,1,1,0,40082180,1,0
-1,-9.0,0,0,0,0,3,7,1,0,0,0,65,12,1,0,1,1,0,40082180,1,0
-1,-9.0,1,2,0,0,3,7,1,1,1,0,65,12,1,0,1,1,0,40082180,1,0
-1,-9.0,2,3,0,0,3,7,1,2,3,0,65,12,1,0,1,1,0,40082180,1,0
20,7.23,5,8,4,0,1,4,1,4,21,0,59,18,1,0,3,1,0,40086998,1,2
20,7.23,1,8,4,0,1,4,1,4,8,0,59,18,1,0,3,1,0,40086998,1,2
20,7.23,1,7,4,0,1,4,1,3,8,0,59,18,1,0,3,1,0,40086998,1,2
20,7.23,2,3,4,0,1,4,1,2,7,0,59,18,1,0,3,1,0,40086998,1,2
20,7.23,3,9,4,0,1,4,1,5,0,0,59,18,1,0,3,1,0,40086998,1,2
20,7.23,3,3,4,0,1,4,1,2,9,0,59,18,1,0,3,1,0,40086998,1,2
20,7.23,4,13,4,0,1,4,1,8,0,0,59,18,1,0,3,1,0,40086998,1,2
20,7.23,1,2,4,0,1,4,1,1,13,0,59,18,1,0,3,1,0,40086998,1,2
20,7.23,2,15,4,0,1,4,1,2,3,0,59,18,1,0,3,1,0,40086998,1,2
20,7.23,4,13,4,0,1,4,1,8,15,0,59,18,1,0,3,1,0,40086998,1,2
20,7.23,1,13,4,0,1,4,1,8,13,0,59,18,1,0,3,1,0,40086998,1,2
20,7.23,1,13,4,0,1,4,1,8,13,0,59,18,1,0,3,1,0,40086998,1,2
20,7.23,1,2,4,0,1,4,1,1,13,0,59,18,1,0,3,1,0,40086998,1,2
20,7.23,2,15,4,0,1,4,1,2,3,0,59,18,1,0,3,1,0,40086998,1,2
20,7.23,3,8,4,0,1,4,1,4,15,0,59,18,1,0,3,1,0,40086998,1,2
20,7.23,3,3,4,0,1,4,1,2,8,0,59,18,1,0,3,1,0,40086998,1,2
20,7.23,3,8,4,0,1,4,1,4,0,0,59,18,1,0,3,1,0,40086998,1,2
20,7.23,3,3,4,0,1,4,1,2,8,0,59,18,1,0,3,1,0,40086998,1,2
20,5.74,2,2,0,0,1,7,1,1,0,0,79,3,1,0,1,5,1,40087917,1,0
20,5.74,1,12,0,0,1,7,1,8,3,0,79,3,1,0,1,5,1,40087917,1,0
20,5.74,4,3,0,0,1,7,1,2,12,0,79,3,1,0,1,5,1,40087917,1,0
-1,-9.0,1,11,0,0,0,21,2,7,11,5,75,6,0,0,2,1,0,40088221,1,0
-1,-9.0,1,4,0,0,0,21,2,0,11,5,75,6,0,0,2,1,0,40088221,1,0
-1,-9.0,1,4,0,0,0,21,2,0,4,5,75,6,0,0,2,1,0,40088221,1,0
-1,-9.0,0,3,0,0,0,21,2,2,4,5,75,6,0,0,2,1,0,40088221,1,0
-1,-9.0,2,2,0,0,0,21,2,1,0,5,75,6,0,0,2,1,0,40088221,1,0
-1,-9.0,2,3,0,0,0,21,2,2,3,5,75,6,0,0,2,1,0,40088221,1,0
-1,-9.0,2,2,0,0,0,2,1,1,0,0,35,2,0,0,1,1,0,40092795,1,0
-1,-9.0,2,3,0,0,0,2,1,2,3,0,35,2,0,0,1,1,0,40092795,1,0
15,6.62,1,12,0,0,7,14,2,8,4,0,67,3,2,0,2,1,0,40092806,1,0
15,6.62,1,4,0,0,7,14,2,0,12,0,67,3,2,0,2,1,0,40092806,1,0
15,6.62,0,3,0,0,7,14,2,2,4,0,67,3,2,0,2,1,0,40092806,1,0
45,13.86,0,3,0,0,1,10,2,2,4,0,54,3,2,0,2,1,0,40092806,2,0
45,13.86,4,12,0,0,1,10,2,8,0,0,54,3,2,0,2,1,0,40092806,2,0
45,13.86,4,3,0,0,1,10,2,2,12,0,54,3,2,0,2,1,0,40092806,2,0
-1,-9.0,2,2,0,0,3,9,2,1,0,0,76,6,1,0,5,1,0,40093453,1,2
-1,-9.0,1,2,0,0,3,9,2,1,3,0,76,6,1,0,5,1,0,40093453,1,2
-1,-9.0,1,2,0,0,3,9,2,1,3,0,76,6,1,0,5,1,0,40093453,1,2
-1,-9.0,2,3,0,0,3,9,2,2,3,0,76,6,1,0,5,1,0,40093453,1,2
-1,-9.0,2,7,0,0,3,9,2,3,0,0,76,6,1,0,5,1,0,40093453,1,2
-1,-9.0,2,3,0,0,3,9,2,2,7,0,76,6,1,0,5,1,0,40093453,1,2
40,17.2,3,10,3,0,2,5,4,6,0,1,60,3,4,0,7,1,0,40096120,1,2
40,17.2,1,6,3,0,2,5,4,0,10,1,60,3,4,0,7,1,0,40096120,1,2
40,17.2,0,3,3,0,2,5,4,2,6,1,60,3,4,0,7,1,0,40096120,1,2
40,17.2,3,10,0,0,1,5,4,6,0,3,65,3,4,0,7,1,0,40096120,2,2
40,17.2,1,6,0,0,1,5,4,0,10,3,65,3,4,0,7,1,0,40096120,2,2
40,17.2,0,3,0,0,1,5,4,2,6,3,65,3,4,0,7,1,0,40096120,2,2
45,22.43,3,10,0,0,2,5,4,6,0,0,25,3,4,0,7,1,0,40096120,3,2
45,22.43,1,6,0,0,2,5,4,0,10,0,25,3,4,0,7,1,0,40096120,3,2
45,22.43,0,3,0,0,2,5,4,2,6,0,25,3,4,0,7,1,0,40096120,3,2
25,4.29,2,2,0,0,1,4,1,1,0,0,63,2,1,0,2,1,0,40097248,1,0
25,4.29,2,3,0,0,1,4,1,2,3,0,63,2,1,0,2,1,0,40097248,1,0
20,7.64,4,12,0,0,1,0,5,8,0,0,29,2,1,1,9,1,0,40099269,1,1
20,7.64,4,3,0,0,1,0,5,2,12,0,29,2,1,1,9,1,0,40099269,1,1
-1,-9.0,3,3,0,0,0,21,1,2,0,0,77,7,0,0,3,1,0,40100284,1,2
-1,-9.0,0,0,0,0,0,21,1,0,0,0,77,7,0,0,3,1,0,40100284,1,2
-1,-9.0,0,3,0,0,0,21,1,2,1,0,77,7,0,0,3,1,0,40100284,1,2
-1,-9.0,0,4,0,0,0,21,1,0,0,0,77,7,0,0,3,1,0,40100284,1,2
-1,-9.0,0,3,0,0,0,21,1,2,4,0,77,7,0,0,3,1,0,40100284,1,2
-1,-9.0,0,4,0,0,0,21,1,0,0,0,77,7,0,0,3,1,0,40100284,1,2
-1,-9.0,0,3,0,0,0,21,1,2,4,0,77,7,0,0,3,1,0,40100284,1,2
-1,-9.0,3,8,0,0,0,4,2,4,0,0,74,3,1,0,7,1,0,40100856,1,2
-1,-9.0,1,7,0,0,0,4,2,3,8,0,74,3,1,0,7,1,0,40100856,1,2
-1,-9.0,2,3,0,0,0,4,2,2,7,0,74,3,1,0,7,1,0,40100856,1,2
-1,-9.0,0,0,0,0,3,9,2,0,0,0,61,3,1,0,7,1,0,40100856,2,2
-1,-9.0,1,7,0,0,3,9,2,3,1,0,61,3,1,0,7,1,0,40100856,2,2
-1,-9.0,2,3,0,0,3,9,2,2,7,0,61,3,1,0,7,1,0,40100856,2,2
10,3.01,2,2,0,0,1,0,2,1,0,0,59,5,2,0,0,1,0,40102376,1,0
10,3.01,1,5,0,0,1,0,2,1,3,0,59,5,2,0,0,1,0,40102376,1,0
10,3.01,1,5,0,0,1,0,2,1,5,0,59,5,2,0,0,1,0,40102376,1,0
10,3.01,1,2,0,0,1,0,2,1,5,0,59,5,2,0,0,1,0,40102376,1,0
10,3.01,2,3,0,0,1,0,2,2,3,0,59,5,2,0,0,1,0,40102376,1,0
-1,-9.0,3,18,0,0,3,7,1,6,15,0,71,4,1,0,9,1,0,40103828,1,1
-1,-9.0,3,15,0,0,3,7,1,2,18,0,71,4,1,0,9,1,0,40103828,1,1
-1,-9.0,2,2,0,0,3,7,1,1,15,0,71,4,1,0,9,1,0,40103828,1,1
-1,-9.0,2,3,0,0,3,7,1,2,3,0,71,4,1,0,9,1,0,40103828,1,1
-1,-9.0,0,6,0,0,3,4,4,0,15,0,37,4,2,0,5,1,0,40105520,1,2
-1,-9.0,1,7,0,0,3,4,4,3,6,0,37,4,2,0,5,1,0,40105520,1,2
-1,-9.0,1,2,0,0,3,4,4,1,7,0,37,4,2,0,5,1,0,40105520,1,2
-1,-9.0,2,3,0,0,3,4,4,2,3,0,37,4,2,0,5,1,0,40105520,1,2
25,8.21,3,8,0,0,7,5,4,4,0,0,41,5,2,0,5,1,0,40105520,2,2
25,8.21,1,2,0,0,7,5,4,1,8,0,41,5,2,0,5,1,0,40105520,2,2
25,8.21,1,6,0,0,7,5,4,0,3,0,41,5,2,0,5,1,0,40105520,2,2
25,8.21,1,0,0,0,7,5,4,0,6,0,41,5,2,0,5,1,0,40105520,2,2
25,8.21,0,3,0,0,7,5,4,2,1,0,41,5,2,0,5,1,0,40105520,2,2
-1,-9.0,0,6,0,2,0,0,4,0,0,0,15,4,2,0,5,1,0,40105520,3,2
-1,-9.0,1,7,0,2,0,0,4,3,6,0,15,4,2,0,5,1,0,40105520,3,2
-1,-9.0,1,2,0,2,0,0,4,1,7,0,15,4,2,0,5,1,0,40105520,3,2
-1,-9.0,2,3,0,2,0,0,4,2,3,0,15,4,2,0,5,1,0,40105520,3,2
-1,-9.0,0,6,0,1,0,0,4,0,0,0,12,4,2,0,5,1,0,40105520,4,2
-1,-9.0,1,7,0,1,0,0,4,3,6,0,12,4,2,0,5,1,0,40105520,4,2
-1,-9.0,1,2,0,1,0,0,4,1,7,0,12,4,2,0,5,1,0,40105520,4,2
-1,-9.0,2,3,0,1,0,0,4,2,3,0,12,4,2,0,5,1,0,40105520,4,2
-1,-9.0,0,4,0,0,3,0,1,0,15,0,54,4,1,0,8,1,0,40105559,1,2
-1,-9.0,0,15,0,0,3,0,1,2,4,0,54,4,1,0,8,1,0,40105559,1,2
-1,-9.0,2,5,0,0,3,0,1,1,15,0,54,4,1,0,8,1,0,40105559,1,2
-1,-9.0,2,15,0,0,3,0,1,2,5,0,54,4,1,0,8,1,0,40105559,1,2
-1,-9.0,3,10,0,0,0,4,2,6,0,0,82,6,0,0,0,1,0,40106679,1,0
-1,-9.0,1,2,0,0,0,4,2,1,10,0,82,6,0,0,0,1,0,40106679,1,0
-1,-9.0,1,2,0,0,0,4,2,1,3,0,82,6,0,0,0,1,0,40106679,1,0
-1,-9.0,2,3,0,0,0,4,2,2,3,0,82,6,0,0,0,1,0,40106679,1,0
-1,-9.0,2,2,0,0,0,4,2,1,0,0,82,6,0,0,0,1,0,40106679,1,0
-1,-9.0,2,3,0,0,0,4,2,2,3,0,82,6,0,0,0,1,0,40106679,1,0
-1,-9.0,3,10,0,0,0,4,2,6,0,0,78,6,0,0,0,1,0,40106679,2,0
-1,-9.0,1,2,0,0,0,4,2,1,10,0,78,6,0,0,0,1,0,40106679,2,0
-1,-9.0,1,2,0,0,0,4,2,1,3,0,78,6,0,0,0,1,0,40106679,2,0
-1,-9.0,2,3,0,0,0,4,2,2,3,0,78,6,0,0,0,1,0,40106679,2,0
-1,-9.0,2,2,0,0,0,4,2,1,0,0,78,6,0,0,0,1,0,40106679,2,0
-1,-9.0,2,3,0,0,0,4,2,2,3,0,78,6,0,0,0,1,0,40106679,2,0
8,2.23,1,8,0,0,13,15,3,4,4,0,30,3,2,0,0,1,0,40109305,1,0
8,2.23,1,12,0,0,13,15,3,8,8,0,30,3,2,0,0,1,0,40109305,1,0
8,2.23,1,4,0,0,13,15,3,0,12,0,30,3,2,0,0,1,0,40109305,1,0
10,1.65,3,8,0,0,13,12,3,4,0,0,35,3,2,0,0,1,0,40109305,2,0
10,1.65,1,12,0,0,13,12,3,8,8,0,35,3,2,0,0,1,0,40109305,2,0
10,1.65,4,3,0,0,13,12,3,2,12,0,35,3,2,0,0,1,0,40109305,2,0
-1,-9.0,3,14,0,1,0,8,3,6,0,0,7,2,2,0,0,1,0,40109305,3,0
-1,-9.0,3,3,0,1,0,8,3,2,14,0,7,2,2,0,0,1,0,40109305,3,0
-1,-9.0,2,5,0,0,0,14,1,1,0,0,60,6,0,0,3,1,0,40111302,1,2
-1,-9.0,1,2,0,0,0,14,1,1,5,0,60,6,0,0,3,1,0,40111302,1,2
-1,-9.0,1,1,0,0,0,14,1,1,3,0,60,6,0,0,3,1,0,40111302,1,2
-1,-9.0,1,2,0,0,0,14,1,1,2,0,60,6,0,0,3,1,0,40111302,1,2
-1,-9.0,2,3,0,0,0,14,1,2,3,0,60,6,0,0,3,1,0,40111302,1,2
-1,-9.0,3,3,0,0,0,14,1,2,0,0,60,6,0,0,3,1,0,40111302,1,2
7,1.61,4,12,2,0,1,10,2,8,0,0,72,5,1,0,9,1,0,40113848,1,1
7,1.61,1,2,2,0,1,10,2,1,12,0,72,5,1,0,9,1,0,40113848,1,1
7,1.61,1,12,2,0,1,10,2,8,3,0,72,5,1,0,9,1,0,40113848,1,1
7,1.61,1,4,2,0,1,10,2,0,12,0,72,5,1,0,9,1,0,40113848,1,1
7,1.61,0,3,2,0,1,10,2,2,4,0,72,5,1,0,9,1,0,40113848,1,1
-1,-9.0,2,5,0,0,0,6,2,1,0,0,72,3,1,0,9,1,0,40113848,2,1
-1,-9.0,1,2,0,0,0,6,2,1,5,0,72,3,1,0,9,1,0,40113848,2,1
-1,-9.0,2,3,0,0,0,6,2,2,3,0,72,3,1,0,9,1,0,40113848,2,1
-1,-9.0,0,4,0,0,0,4,2,0,0,0,61,5,0,0,9,1,0,40115778,1,1
-1,-9.0,0,3,0,0,0,4,2,2,4,0,61,5,0,0,9,1,0,40115778,1,1
-1,-9.0,3,8,0,0,0,4,2,4,0,0,61,5,0,0,9,1,0,40115778,1,1
-1,-9.0,1,11,0,0,0,4,2,7,8,0,61,5,0,0,9,1,0,40115778,1,1
-1,-9.0,3,3,0,0,0,4,2,2,11,0,61,5,0,0,9,1,0,40115778,1,1
-1,-9.0,3,9,0,0,0,1,2,5,0,0,63,6,0,0,9,1,0,40115778,2,1
-1,-9.0,3,3,0,0,0,1,2,2,9,0,63,6,0,0,9,1,0,40115778,2,1
-1,-9.0,2,2,0,0,0,1,2,1,0,0,63,6,0,0,9,1,0,40115778,2,1
-1,-9.0,1,2,0,0,0,1,2,1,3,0,63,6,0,0,9,1,0,40115778,2,1
-1,-9.0,1,2,0,0,0,1,2,1,3,0,63,6,0,0,9,1,0,40115778,2,1
-1,-9.0,2,3,0,0,0,1,2,2,3,0,63,6,0,0,9,1,0,40115778,2,1
-1,-9.0,3,8,0,0,3,2,3,4,0,0,66,7,2,0,3,1,0,40124234,1,2
-1,-9.0,3,3,0,0,3,2,3,2,8,0,66,7,2,0,3,1,0,40124234,1,2
-1,-9.0,4,12,0,0,3,2,3,8,0,0,66,7,2,0,3,1,0,40124234,1,2
-1,-9.0,1,8,0,0,3,2,3,4,12,0,66,7,2,0,3,1,0,40124234,1,2
-1,-9.0,3,3,0,0,3,2,3,2,8,0,66,7,2,0,3,1,0,40124234,1,2
-1,-9.0,4,12,0,0,3,2,3,8,0,0,66,7,2,0,3,1,0,40124234,1,2
-1,-9.0,4,3,0,0,3,2,3,2,12,0,66,7,2,0,3,1,0,40124234,1,2
-1,-9.0,4,12,0,0,3,0,3,8,0,0,58,2,2,0,3,1,0,40124234,2,2
-1,-9.0,4,3,0,0,3,0,3,2,12,0,58,2,2,0,3,1,0,40124234,2,2
-1,-9.0,3,14,0,2,0,0,3,6,0,0,16,2,2,0,3,1,0,40124234,3,2
-1,-9.0,3,3,0,2,0,0,3,2,14,0,16,2,2,0,3,1,0,40124234,3,2
-1,-9.0,3,3,0,0,0,0,2,2,0,0,86,1,0,0,10,2,3,40125366,1,0
-1,-9.0,3,3,0,2,0,7,2,2,0,0,92,1,0,0,10,2,3,40125366,2,0
65,44.25,4,12,3,0,2,3,4,8,0,0,36,2,2,0,7,1,0,40125416,1,2
65,44.25,4,3,3,0,2,3,4,2,12,0,36,2,2,0,7,1,0,40125416,1,2
30,7.24,4,12,3,0,2,2,4,8,0,1,35,2,2,0,7,1,0,40125416,2,2
30,7.24,4,3,3,0,2,2,4,2,12,1,35,2,2,0,7,1,0,40125416,2,2
-1,-9.0,1,7,0,0,0,7,1,3,4,0,69,7,0,0,0,1,0,40126256,1,0
-1,-9.0,1,4,0,0,0,7,1,0,7,0,69,7,0,0,0,1,0,40126256,1,0
-1,-9.0,1,6,0,0,0,7,1,0,4,0,69,7,0,0,0,1,0,40126256,1,0
-1,-9.0,1,8,0,0,0,7,1,4,6,0,69,7,0,0,0,1,0,40126256,1,0
-1,-9.0,1,5,0,0,0,7,1,1,8,0,69,7,0,0,0,1,0,40126256,1,0
-1,-9.0,1,5,0,0,0,7,1,1,5,0,69,7,0,0,0,1,0,40126256,1,0
-1,-9.0,2,3,0,0,0,7,1,2,5,0,69,7,0,0,0,1,0,40126256,1,0
120,601.34,2,7,0,0,12,2,3,3,0,0,50,3,2,0,8,1,0,40126399,2,2
120,601.34,1,2,0,0,12,2,3,1,7,0,50,3,2,0,8,1,0,40126399,2,2
120,601.34,2,3,0,0,12,2,3,2,3,0,50,3,2,0,8,1,0,40126399,2,2
-1,-9.0,2,7,0,1,0,5,3,3,0,2,8,3,2,0,8,1,0,40126399,3,2
-1,-9.0,1,2,0,1,0,5,3,1,7,2,8,3,2,0,8,1,0,40126399,3,2
-1,-9.0,2,3,0,1,0,5,3,2,3,2,8,3,2,0,8,1,0,40126399,3,2
-1,-9.0,2,2,0,0,0,0,2,1,0,0,70,4,0,0,9,1,0,40126986,1,1
-1,-9.0,2,3,0,0,0,0,2,2,3,0,70,4,0,0,9,1,0,40126986,1,1
-1,-9.0,0,6,0,0,0,0,2,0,0,0,70,4,0,0,9,1,0,40126986,1,1
-1,-9.0,0,3,0,0,0,0,2,2,6,0,70,4,0,0,9,1,0,40126986,1,1
-1,-9.0,0,6,0,2,0,0,2,0,0,0,92,2,0,0,9,1,0,40126986,2,1
-1,-9.0,0,3,0,2,0,0,2,2,6,0,92,2,0,0,9,1,0,40126986,2,1
25,10.71,2,2,0,0,1,0,6,1,0,0,39,4,1,0,2,1,0,40128135,1,0
25,10.71,1,2,0,0,1,0,6,1,3,0,39,4,1,0,2,1,0,40128135,1,0
25,10.71,1,0,0,0,1,0,6,0,3,0,39,4,1,0,2,1,0,40128135,1,0
25,10.71,0,3,0,0,1,0,6,2,1,0,39,4,1,0,2,1,0,40128135,1,0
-1,-9.0,2,2,0,0,0,0,6,1,0,0,40,4,1,0,2,1,0,40128135,2,0
-1,-9.0,1,2,0,0,0,0,6,1,3,0,40,4,1,0,2,1,0,40128135,2,0
-1,-9.0,1,0,0,0,0,0,6,0,3,0,40,4,1,0,2,1,0,40128135,2,0
-1,-9.0,0,3,0,0,0,0,6,2,1,0,40,4,1,0,2,1,0,40128135,2,0
-1,-9.0,0,0,0,0,0,0,6,0,0,0,18,2,1,0,2,1,0,40128135,3,0
-1,-9.0,0,3,0,0,0,0,6,2,1,0,18,2,1,0,2,1,0,40128135,3,0
-1,-9.0,0,0,0,2,0,0,6,0,0,0,20,2,1,0,2,1,0,40128135,4,0
-1,-9.0,0,3,0,2,0,0,6,2,1,0,20,2,1,0,2,1,0,40128135,4,0
-1,-9.0,3,1,0,0,0,10,2,1,0,0,70,6,0,0,7,1,0,40128627,1,2
-1,-9.0,3,3,0,0,0,10,2,2,2,0,70,6,0,0,7,1,0,40128627,1,2
-1,-9.0,2,7,0,0,0,10,2,3,0,0,70,6,0,0,7,1,0,40128627,1,2
-1,-9.0,2,3,0,0,0,10,2,2,7,0,70,6,0,0,7,1,0,40128627,1,2
-1,-9.0,3,1,0,0,0,10,2,1,0,0,70,6,0,0,7,1,0,40128627,1,2
-1,-9.0,3,3,0,0,0,10,2,2,2,0,70,6,0,0,7,1,0,40128627,1,2
-1,-9.0,2,7,0,0,0,3,2,3,0,0,69,2,0,0,7,1,0,40128627,2,2
-1,-9.0,2,3,0,0,0,3,2,2,7,0,69,2,0,0,7,1,0,40128627,2,2
-1,-9.0,0,4,0,0,0,9,2,0,0,0,86,4,0,0,9,1,0,40128837,1,1
-1,-9.0,1,7,0,0,0,9,2,3,4,0,86,4,0,0,9,1,0,40128837,1,1
-1,-9.0,1,2,0,0,0,9,2,1,7,0,86,4,0,0,9,1,0,40128837,1,1
-1,-9.0,2,3,0,0,0,9,2,2,3,0,86,4,0,0,9,1,0,40128837,1,1
-1,-9.0,2,2,0,0,0,7,2,1,0,0,75,4,0,0,9,1,0,40128837,2,1
-1,-9.0,1,2,0,0,0,7,2,1,3,0,75,4,0,0,9,1,0,40128837,2,1
-1,-9.0,1,2,0,0,0,7,2,1,3,0,75,4,0,0,9,1,0,40128837,2,1
-1,-9.0,2,3,0,0,0,7,2,2,3,0,75,4,0,0,9,1,0,40128837,2,1
-1,-9.0,1,17,0,0,0,6,1,7,6,3,73,2,0,0,6,1,0,40133892,1,2
-1,-9.0,3,3,0,0,0,6,1,2,17,3,73,2,0,0,6,1,0,40133892,1,2
-1,-9.0,0,4,0,0,0,6,2,0,0,0,73,2,0,0,3,2,3,40135019,1,2
-1,-9.0,0,3,0,0,0,6,2,2,4,0,73,2,0,0,3,2,3,40135019,1,2
-1,-9.0,0,4,0,0,0,6,2,0,0,0,68,2,0,0,3,2,3,40135019,2,2
-1,-9.0,0,3,0,0,0,6,2,2,4,0,68,2,0,0,3,2,3,40135019,2,2
-1,-9.0,2,7,0,0,0,14,2,3,0,1,54,5,1,0,5,1,0,40137585,1,2
-1,-9.0,1,2,0,0,0,14,2,1,7,1,54,5,1,0,5,1,0,40137585,1,2
-1,-9.0,1,11,0,0,0,14,2,7,3,1,54,5,1,0,5,1,0,40137585,1,2
-1,-9.0,1,4,0,0,0,14,2,0,11,1,54,5,1,0,5,1,0,40137585,1,2
-1,-9.0,1,4,0,0,0,14,2,0,4,1,54,5,1,0,5,1,0,40137585,1,2
-1,-9.0,2,7,0,0,3,7,2,3,0,0,69,6,1,0,5,1,0,40137585,2,2
-1,-9.0,1,11,0,0,3,7,2,7,7,0,69,6,1,0,5,1,0,40137585,2,2
-1,-9.0,1,2,0,0,3,7,2,1,11,0,69,6,1,0,5,1,0,40137585,2,2
-1,-9.0,1,2,0,0,3,7,2,1,3,0,69,6,1,0,5,1,0,40137585,2,2
-1,-9.0,1,11,0,0,3,7,2,7,3,0,69,6,1,0,5,1,0,40137585,2,2
-1,-9.0,3,3,0,0,3,7,2,2,11,0,69,6,1,0,5,1,0,40137585,2,2
-1,-9.0,2,7,0,0,3,3,2,3,15,0,53,2,1,0,8,1,0,40138227,1,2
-1,-9.0,2,3,0,0,3,3,2,2,7,0,53,2,1,0,8,1,0,40138227,1,2
-1,-9.0,2,7,0,0,0,0,2,3,0,0,51,2,1,0,8,1,0,40138227,2,2
-1,-9.0,2,3,0,0,0,0,2,2,7,0,51,2,1,0,8,1,0,40138227,2,2
-1,-9.0,3,14,0,0,0,20,1,6,0,0,19,4,0,0,1,1,0,40138915,1,0
-1,-9.0,1,14,0,0,0,20,1,6,14,0,19,4,0,0,1,1,0,40138915,1,0
-1,-9.0,1,14,0,0,0,20,1,6,14,0,19,4,0,0,1,1,0,40138915,1,0
-1,-9.0,1,4,0,0,0,20,1,0,14,0,19,4,0,0,1,1,0,40138915,1,0
-1,-9.0,2,2,0,0,0,3,2,1,0,0,77,3,0,0,6,1,0,40139061,1,2
-1,-9.0,1,2,0,0,0,3,2,1,3,0,77,3,0,0,6,1,0,40139061,1,2
-1,-9.0,2,3,0,0,0,3,2,2,3,0,77,3,0,0,6,1,0,40139061,1,2
-1,-9.0,2,2,0,0,0,2,2,1,0,0,72,4,0,0,6,1,0,40139061,2,2
-1,-9.0,1,2,0,0,0,2,2,1,3,0,72,4,0,0,6,1,0,40139061,2,2
-1,-9.0,1,7,0,0,0,2,2,3,3,0,72,4,0,0,6,1,0,40139061,2,2
-1,-9.0,2,3,0,0,0,2,2,2,7,0,72,4,0,0,6,1,0,40139061,2,2
-1,-9.0,0,4,0,0,0,3,2,0,0,0,68,6,0,0,7,1,0,40139475,1,2
-1,-9.0,0,3,0,0,0,3,2,2,4,0,68,6,0,0,7,1,0,40139475,1,2
-1,-9.0,3,8,0,0,0,3,2,4,0,0,68,6,0,0,7,1,0,40139475,1,2
-1,-9.0,1,7,0,0,0,3,2,3,8,0,68,6,0,0,7,1,0,40139475,1,2
-1,-9.0,1,8,0,0,0,3,2,4,7,0,68,6,0,0,7,1,0,40139475,1,2
-1,-9.0,3,3,0,0,0,3,2,2,8,0,68,6,0,0,7,1,0,40139475,1,2
-1,-9.0,0,4,0,0,0,2,2,0,0,0,68,8,0,0,7,1,0,40139475,2,2
-1,-9.0,0,3,0,0,0,2,2,2,4,0,68,8,0,0,7,1,0,40139475,2,2
-1,-9.0,2,2,0,0,0,2,2,1,0,0,68,8,0,0,7,1,0,40139475,2,2
-1,-9.0,2,3,0,0,0,2,2,2,3,0,68,8,0,0,7,1,0,40139475,2,2
-1,-9.0,3,8,0,0,0,2,2,4,0,0,68,8,0,0,7,1,0,40139475,2,2
-1,-9.0,1,7,0,0,0,2,2,3,8,0,68,8,0,0,7,1,0,40139475,2,2
-1,-9.0,1,8,0,0,0,2,2,4,7,0,68,8,0,0,7,1,0,40139475,2,2
-1,-9.0,3,3,0,0,0,2,2,2,8,0,68,8,0,0,7,1,0,40139475,2,2
40,3.84,3,8,0,0,1,0,4,4,0,0,34,3,2,0,1,1,0,40144878,1,0
40,3.84,1,12,0,0,1,0,4,8,8,0,34,3,2,0,1,1,0,40144878,1,0
40,3.84,4,3,0,0,1,0,4,2,12,0,34,3,2,0,1,1,0,40144878,1,0
50,7.33,4,12,0,2,4,1,4,8,0,0,36,2,2,0,1,1,0,40144878,2,0
50,7.33,4,3,0,2,4,1,4,2,12,0,36,2,2,0,1,1,0,40144878,2,0
-1,-9.0,3,3,0,0,0,14,2,2,0,0,70,5,0,0,9,1,0,40147549,1,1
-1,-9.0,2,2,0,0,0,14,2,1,0,0,70,5,0,0,9,1,0,40147549,1,1
-1,-9.0,1,2,0,0,0,14,2,1,3,0,70,5,0,0,9,1,0,40147549,1,1
